Epoch,d_loss,g_loss,d_score,g_score,psnr,ssim,loss_ratio,learning_rate
1,0.9338384847640991,0.028882352295021216,0.47694170093536375,0.41078018948104644,19.714852155352723,0.7879362192749977,0.030928637838605794,0.001
2,0.9487138697836134,0.013245660831530889,0.3201860489183002,0.2688999186621772,20.30877446104497,0.7976826750636101,0.013961702525285115,0.001
3,0.9330760476324294,0.011325235062175327,0.27161251310476414,0.2046885627577899,21.922965094229866,0.8213264096975327,0.01213752629371612,0.001
4,0.9167817879782783,0.010645213635431396,0.3227312874794006,0.23951307618618012,21.714458883519967,0.7940114495754242,0.011611502077180898,0.001
5,0.7365425144831339,0.010173766545951366,0.3684606417285071,0.1050031558473717,21.57909430517706,0.8171654286980629,0.013812870738481092,0.001
6,0.7940549369388157,0.009905803317825,0.40223389871915183,0.19628883581939943,22.77851024658045,0.8310898171067238,0.012474959674721186,0.001
7,0.964659905274709,0.009485957443714142,0.4758202142185635,0.44048011790381536,22.924245226859785,0.829766199350357,0.009833473322406612,0.001
8,0.9856862920125326,0.009291624444226423,0.5424349684715271,0.5281212606165144,22.56862665413315,0.8258294817209244,0.009426553376587167,0.001
9,0.9672189211845398,0.009262630459335116,0.5519147941801283,0.5191337164243063,22.82675340086389,0.8331133667230606,0.009576560441964161,0.001
10,0.9531249534818861,0.009083717816819747,0.5251781856483884,0.4783031387726466,22.884120794805035,0.830194949388504,0.009530458502461588,0.001
11,0.9447516637908088,0.009296663784732422,0.3422498188945982,0.28700148453977375,22.822891780066634,0.8298523193001747,0.009840325390303765,0.001
12,0.9813837147818671,0.00891552426914374,0.45265213823318484,0.43403585187594096,22.875287457186975,0.8265745832920074,0.009084646642139767,0.001
13,0.9440396582815382,0.0088756645321846,0.5710089502864414,0.5150486077202691,22.99681159487551,0.8360530344843864,0.009401792026768474,0.001
14,0.9456962452994453,0.008511285270253818,0.5855448223087523,0.531241068455908,22.88210941778814,0.8329746848940849,0.009000020157168758,0.001
