Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM,Loss_Ratio,Learning_Rate
1,0.9199849901199341,0.019771950491600566,0.493218842877282,0.41320383492608864,22.88002388870574,0.8364479791522026,0.021491601171691934,0.001
2,0.9771283213297526,0.007325529800107082,0.6374584355354309,0.6145867578718397,25.24106207186534,0.8800924181342125,0.007496998746426599,0.001
3,0.9866841641002231,0.00564084294728107,0.6578743243217469,0.6445584882100424,24.1464471360405,0.881532465517521,0.005716969170600874,0.001
4,0.9978481190999349,0.00447719515984257,0.6955764135784573,0.6934245326783922,26.686314127109117,0.8999746329784394,0.0044868503273634746,0.001
5,0.9988388103908963,0.004356614362862375,0.5865020609431797,0.5853408711221483,23.427940893740292,0.8939205094575882,0.00436167909931074,0.001
6,0.99681771130032,0.003995361428293917,0.6123506897290548,0.6091683990690443,27.210950091343896,0.907901849925518,0.0040081164118583755,0.001
7,0.9999172464476691,0.0038480457394487327,0.5237919690344068,0.5237092186609904,27.509609004556935,0.9108044925928116,0.003848364205257381,0.001
8,0.9989498958587647,0.0037999645080417396,0.5241551162666744,0.5231050116750929,27.63792882820092,0.9080854820013047,0.0038039590612050007,0.001
9,0.9981711232397291,0.00378120861409439,0.4819078838030497,0.48007900259229874,27.90278894544821,0.9136940771937371,0.0037881366491767997,0.001
10,0.9972492747306824,0.0037651837613019677,0.3601073276201884,0.35735659811231824,27.779413816765764,0.913907590508461,0.0037755693152234132,0.001
11,0.9964293933444553,0.0035692632597767644,0.4322615844408671,0.4286909777853224,27.918419992480004,0.9129829337000847,0.003582053363356481,0.001
12,0.9995299329227871,0.0036225077410538993,0.4072525695959727,0.406782502439287,28.040172864796777,0.916088404417038,0.0036242113634967397,0.001
13,0.9998488770061069,0.0035811470666279395,0.31098391811052956,0.31083279106352063,28.12554709200063,0.9157436112165451,0.0035816883420933887,0.001
14,1.0004028256734212,0.003491080808556742,0.3508028780884213,0.3512057042651706,25.21830319366371,0.892351546049118,0.0034896750778434884,0.001
15,1.0002446066008674,0.00345758250893818,0.369398913886812,0.36964351511001586,27.989485014437527,0.9157786750793457,0.0034567369682582815,0.001
16,0.9999792679680718,0.0033518141135573387,0.3756507947709825,0.3756300677458445,27.84390782506382,0.9145064520835876,0.0033518836049152554,0.001
17,0.9994354366726346,0.003304807984166675,0.4331505227353838,0.4325859602557288,28.250747006195013,0.9184492948651314,0.0033066748115007714,0.001
18,0.9997292111714681,0.0031741082597937847,0.45724144236246744,0.45697065636846756,27.995103971021734,0.9044042821526528,0.003174968005660664,0.001
19,0.9994735663202073,0.003253208827227354,0.4673748469882541,0.4668484122488234,28.071377740428638,0.9197286833524704,0.0032549223279659044,0.001
20,0.9992478187878927,0.00305308200005028,0.5350989708370633,0.5343467877176072,28.374359991369932,0.9174389176368714,0.003055380199632288,0.001
21,0.9987754077911377,0.0031330813558565246,0.5012605018880633,0.5000359086195628,28.289697937571777,0.9194248710870743,0.0031369228070858846,0.001
22,0.9991692574818929,0.0030917442612763907,0.5427268420325385,0.5418960976600647,28.205784373463423,0.9175134459733963,0.003094314840178537,0.001
23,0.9991604335572984,0.0030659325706462064,0.5343193980852763,0.5334798322783576,28.701614521088693,0.9211650364398957,0.0030685087876534552,0.001
24,1.000047686682807,0.0032553428303864268,0.27706831646900354,0.2771160056266101,28.261444465092854,0.918018820822239,0.003255187601287807,0.001
