Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM,Loss_Ratio,Learning_Rate
1,0.7402386384540134,0.04896078598996004,0.4542971337503857,0.2149773181271222,19.1138741278735,0.7333374260200395,0.06614189458174531,0.001
2,1.0007240115271674,0.018045628538562192,0.007242212644001742,0.006860979511875489,22.509739552880603,0.8482422396540642,0.018032572748028136,0.001
3,0.9999638430277507,0.011278583254251216,9.630451337822402e-05,5.16203377467011e-05,24.40031632847308,0.8959027024110159,0.011278991068418277,0.001
4,0.9998594625790914,0.008261867209027211,0.0009415962663236617,0.0008156772995021634,25.687751552506207,0.918873170779811,0.008263028473737805,0.001
5,0.9999184189902411,0.007008572765108612,0.00012188011508442287,3.724538970320484e-05,26.304323446054724,0.9213483855128288,0.007009144578200848,0.001
6,0.999900541835361,0.006130898031923506,0.0008833618802651067,0.0008289816531729836,26.390410184243596,0.929969209631284,0.006131507860441775,0.001
7,1.000282424290975,0.005562712320437034,0.014934105211028104,0.015563836724549118,27.104283132886536,0.9375536983211835,0.005561141718930054,0.001
8,1.0000023688210382,0.005385574075496859,8.71497181934602e-05,8.994432471404758e-05,27.45632229739246,0.9432332743869888,0.005385561318065907,0.001
9,1.0000011332829792,0.005013912059366703,5.003474827794384e-05,5.0708100736503384e-05,27.355687369295598,0.9437272083097034,0.005013906377191946,0.001
10,1.0000008614857991,0.005040377024561167,4.659402003502085e-05,4.8720686459596944e-05,27.249388443166275,0.9396537546979057,0.005040372682351679,0.001
11,1.0000009044011433,0.004787153934852945,3.210935266704635e-05,3.32601297122892e-05,27.78349390912046,0.9451648899581697,0.004787149605349369,0.001
12,1.0000000580151875,0.0047008348794447055,2.790345179568653e-05,2.8336530386796868e-05,28.047136394679413,0.9461212774117788,0.004700834606724904,0.001
13,1.000000514984131,0.004645415101614263,2.812879887238119e-05,2.869388842453999e-05,27.380359282815483,0.9406529055701361,0.004645412709300436,0.001
14,1.000000713136461,0.004597923232035505,2.0996132819467068e-05,2.1876559373292063e-05,27.979648354091616,0.9448268698652585,0.004597919953091141,0.001
15,1.0000006824069554,0.004598223569078578,1.6924186328171546e-05,1.7581115522994474e-05,26.543037403280568,0.9317493259575632,0.004598220431220973,0.001
16,1.0000007009506227,0.004619876349137889,1.539607906630004e-05,1.600950978576697e-05,27.388489011326307,0.9422492503788736,0.004619873110834955,0.001
17,1.0000002145767213,0.004630565026568042,9.842282108568017e-06,1.0093517790260698e-05,28.30050202971908,0.9435520915852653,0.004630564032956794,0.001
18,1.000000344382392,0.004407584741711617,9.472654372883779e-06,9.743340508268578e-06,28.156506168320963,0.9476973834633827,0.004407583223817563,0.001
19,1.0000000953674317,0.0043860563325385255,1.0578604287224556e-05,1.0823686294416904e-05,27.56743330919212,0.9392528759108649,0.004386055914251638,0.001
20,1.0000001748402914,0.004379083392106824,8.580218631222023e-06,8.752961479735354e-06,28.160613372883393,0.9486556488275528,0.004379082626466742,0.001
21,1.0000001319249472,0.0043587067102392515,6.819684131187387e-06,6.999497328352946e-06,27.346266437725664,0.9417866241269641,0.004358706135217175,0.001
22,1.000000042385525,0.00432575899693701,8.804949871495814e-06,8.905420836147945e-06,26.90574914067385,0.9292819412880474,0.004325758813587452,0.001
23,1.000000172721015,0.004353629240973128,6.494908166132518e-06,6.828164364631245e-06,28.284581351499256,0.9476064489616288,0.004353628489009997,0.001
24,1.0000001102023655,0.004322387342237764,5.717829419356551e-06,5.955216525358588e-06,28.48455649058525,0.9497904369566176,0.004322386865900507,0.001
25,1.0000001027848986,0.004271326973620388,5.519584384501286e-06,5.6211694185827175e-06,28.27648928956529,0.9428479906254345,0.004271326534592524,0.001
26,1.0000000558959112,0.004349071006808016,5.741704054192572e-06,5.8130841604351086e-06,27.588555955171113,0.9263480484816763,0.004349070763712743,0.001
27,1.000000189145406,0.004259379998677306,6.261676863535588e-06,6.528381677021065e-06,28.14448467581073,0.9441248418225182,0.004259379193035299,0.001
28,1.0000001345740424,0.004189559682789776,5.321219748819001e-06,5.472932185107816e-06,28.39872292911943,0.9474572299255265,0.0041895591189838694,0.001
29,1.000000138282776,0.004141665566712618,5.979017881448575e-06,6.128722453569127e-06,28.025840423741876,0.9478401497337553,0.004141664993991686,0.001
30,1.0000000667572022,0.004179771348006196,4.256446216762318e-06,4.368634696321452e-06,28.389395900574534,0.9451072065035502,0.004179771068976373,0.001
31,1.0000000519222683,0.004209487456828356,4.260968199661066e-06,4.350411728511163e-06,28.198794035599875,0.9489872748653094,0.004209487238262231,0.001
32,1.0000000882148743,0.004236340777327617,4.375296068448936e-06,4.520170853841894e-06,27.352497800131207,0.9454134254323112,0.004236340403619381,0.001
33,1.0000000916586982,0.004209986327009069,3.4451614556019195e-06,3.5281748523630085e-06,28.607972345565447,0.9521047378910913,0.004209985941127238,0.001
34,1.0000000206629436,0.004103986200773054,3.6483693853976243e-06,3.716211683695292e-06,28.43781363154829,0.9320231149593989,0.004103986115972621,0.001
35,1.000000009006924,0.00407170711706082,3.874010361262966e-06,3.86691112503791e-06,28.645936729246554,0.9508405159579383,0.004071707080387264,0.001
36,1.0000001404020522,0.004128857393645578,3.193824168192805e-06,3.3439428054609583e-06,28.083714707283377,0.9463701017366515,0.004128856813945607,0.001
37,1.0000001033147177,0.004084613017944826,3.3435066120546253e-06,3.435711418862613e-06,28.624976290552162,0.9423984100090133,0.004084612595944229,0.001
38,1.000000098546346,0.004084075056016445,3.5834221156013275e-06,3.706140080592175e-06,28.749831837406514,0.9471381338768535,0.004084074653545811,0.001
